,names,links,description
732,Rosa Canina Fruit Oil,https://incidecoder.com//ingredients/rosa-canina-fruit-oil,Though it says fruit oil in its name the rosehip fruit contains the seeds that contain the oil So this one is the same as Rosa Canina Seed Oil or Rosehip Oil known for its high omega fatty acid content linoleic acid 51 linolenic acid 19 and oleic acid 20 and skinregenerative properties There is a common misconception that rosehip oil contains vitamin C as the fruit itself does but vitamin C is a watersoluble vitamin hence it is not contained in the oil The antioxidant and regenerative properties of the oil probably come from the oilsoluble tocopherols vitamin E and carotenoids provitamin A Read more here
733,Rosa Canina Seed Oil,https://incidecoder.com//ingredients/rosa-canina-seed-oil,"The oil coming from the seeds of dogrose a wild rose species native to Europe northwest Africa and western Asia Its a nice emollient moisturizing plant oil loaded with skinnourishing fatty acids linoleic acid 51 linolenic acid 19 and oleic acid 20 If you start to dig a bit deeper into the rosehip oil topic you will soon see that there are lots of species of rose and its all a bit confusing to know what the differences and similarities between the oils of the different roses are As far as our research can tell here is the gist
In skincare two major types of rosehip oil are used
1 Rosa Rubiginosa that is a synonym for Rosa Eglanteria and for Rosa Mosqueta We will call it RR from now on 2 Rosa Canina or RC
The oil content and composition of RR and RC is similar but there are some differences RR contains 8 of oil while RC contains a bit more 10 However the quality of RR oil seems to be a bit better it contains 78 essential unsaturated fatty acids while RC contains only 71 Also the linoleicoleic ratio of RR is better 33 vs 25 that might be important if your skin is acneprone as linoleic acid is good for acne and oleic is not There is one more important thing to mention RR oil is famous for containing the miracle active tretinoin Though Wikipedia puts RR and RC oil under the same article called as Rose hip seed oil the referenced research about tretinoin content examines only Rosa Rubiginosa We looked for a research paper explicitly stating that Rosa Canina also contains tretinoin but could not find one so we can neither deny nor confirm it What we could find is a paper mentioning the tocopherols vitamin E and carotenoids provitamin A content of Rosa Canina oil that gives it some nice antioxidant properties
All in all it is a great emollient plant oil with great fatty acids beneficial for any skin type"
734,Rosa Damascena Absolute,https://incidecoder.com//ingredients/rosa-damascena-absolute,"The super concentrated version of Rose Essential Oil you can read here a bit more about what an absolute is and how its prepared
So what we wrote there is pretty much true here as well its very expensive smells heavenly but its a mixed bag when it comes to skincare On the upside it has antioxidant and antimicrobial compounds and on the downside most if it is fragrant compounds that might hurt sensitive skin types"
735,Rosa Damascena Flower Cera,https://incidecoder.com//ingredients/rosa-damascena-flower-cera,"Its a waxy solid material coming from Rose In general floral waxes are created in the same process as floral absolutes An absolute is a super concentrated version of an essential oil Instead of distillation a solvent extraction method is used First an organic solvent is added to the plant material Second this solution is filtered and concentrated and a waxy mass called concrete is produced Third the concrete is treated in alcohol and the soluble fraction becomes the absolute while the insoluble parts give the floral wax
So the Rose Wax is a solid emollient with some protecting and softening power It does not contain too much of the fragrant compounds read more at the essential oil as most of them are in the absolute but if your skin is very sensitive it still might be better to avoid it"
736,Rosa Damascena Flower Oil,https://incidecoder.com//ingredients/rosa-damascena-flower-oil,We are big fans of all kinds of roses as ornamental plants but when it comes to skincare it is a mixed bag Before we list out the good and the not so good here is an interesting thing The oil content in rose is very very low so distilling rose essential oil requires huge amounts of rose flowers It has such a wonderful scent that there are no comparable synthetic alternatives You can probably guess that this means rose essential oil is expensive very very expensive So the good things thanks to its wonderful scent the highend perfume industry loves rose oil Also we humans love rose oil We love its scent so much that it can heal headaches depression stress and even grief Rose oil contains more than 95 compounds among them flavonoids anthocyanins vitamin C and quercetin that are all known for their medicinal properties and great antioxidant effects Similar to many other essential oils it has antimicrobial properties too Now the notsogood thing Out of the 95 compounds the major ones are citronellol and geraniol fragrant components that might irritate sensitive skin
737,Rosa Damascena Flower Water,https://incidecoder.com//ingredients/rosa-damascena-flower-water,"The flower water coming from the flowers of the Damask Rose In general flower waters also called hydrosols are diluted versions of essential oils coming from the same plant They contain the same components but in muchreduced concentrations
Similar to its big sister rose oil rose water also has a lovely relaxing scent It contains some antioxidant and antimicrobial compounds as well as some fragrant components If your skin is super sensitive it is a good idea to choose products without fragrant floral waters"
738,Rosa Rubiginosa Seed Oil,https://incidecoder.com//ingredients/rosa-rubiginosa-seed-oil,The oil coming from the seeds of the wild rose bush most common in the southern Andes in Chile btw Rosa Rubiginosa Rosa Eglanteria and Rosa Mosqueta all refer to the same oil however the more commonly used Rosa Canina is a bit different Similar to many other great plant oils it is a nice nourishing and moisturizing oil loaded with fatty acids linoleic acid 44 linolenic acid 34 and oleic acid 14 What makes rosehip oil a special snowflake among all the plant oils out there is that it also contains the miracle active transretinoic acid aka tretinoin It is the main bioactive component of the oil and has all kinds of magic abilities including restoring and regenerating tissues the oil is great for scars and burns decreasing wrinkles helping acne and even normalizing pore size Just one more note a study found that the tretinoin content of rosehip seed oil greatly depends on the extraction method The oil coming from cold pressing contained seven times more tretinoin 0357 mll than the oil from organic solvent extraction Always go for the coldpressed version
739,Rosmarinus Officinalis Leaf Extract,https://incidecoder.com//ingredients/rosmarinus-officinalis-leaf-extract,The extract coming from the lovely herb rosemary It contains lots of chemicals including flavonoids phenolic acids and diterpenes Its main active is rosmarinic acid a potent antioxidant and antiinflammatory It has also antibacterial astringent and toning properties The leaves contain a small amount of essential oil 12 with fragrant components so if you are allergic to fragrance it might be better to avoid it
740,Rosmarinus Officinalis Leaf Oil,https://incidecoder.com//ingredients/rosmarinus-officinalis-leaf-oil,The essential oil coming from the leafs of the lovely herb rosemary It contains several fragrant components including the wellknown irritant camphor around 15 It has a nice smell is a potent antioxidant and its also an antimicrobial agentIf your skin is sensitive its probably a good idea to avoid it
741,Rosmarinyl Glucoside,https://incidecoder.com//ingredients/rosmarinyl-glucoside,The watersoluble stabilized and bioavailable version of rosmarinic acid rosmarinic acid attached to the sugar molecule glucose the active super component in Rosemary It is known for its potent antioxidant and antiinflammatory properties According to manufacturers info it not only inhibits important inflammation pathways but it also protects important ECM Extra Cellular Matrix the gooey stuff between the skin cells components such as collagen and hyaluronic acid Both are done by inhibiting evil enzymes that attack these important skin building blocks such as famous collagendestroying enzyme MMP and HA eating enzyme hyaluronidase
742,Rubus Fruticosus Seed Oil,https://incidecoder.com//ingredients/rubus-fruticosus-seed-oil,The oil coming from the delicious blackberry fruit Like many other plant oils its loaded with a bunch of goodfortheskin stuff nourishing and moisturizing fatty acids oleic acid 1519 linoleic acid 6164 and linolenic acid 1517 antioxidant vitamin E about 15002000 mgkg that counts as great and emollient and barrier helping phytosterols like betasitosterol campesterol and stigmasterol If that is not enough it also contains great skinidentical ingredient squalene 170mgkg and antioxidant carotenoids 33 mgkg All in all a highquality highlinoleic oil thats great for nourishing and moisturizing the skin
743,Rubus Idaeus Fruit Extract,https://incidecoder.com//ingredients/rubus-idaeus-fruit-extract,Raspberry is one of the colorful berries that’s not only delicious but contains many biologically active healthy compounds It has polyphenols including anthocyanins and ellagitannins that have antioxidant and antiinflammatory properties According to skin care expert Paula Begoun it’s antibacterial as well but due to its tannin content it can cause also irritation to the very sensitive skinned
744,Rumex Acetosa Leaf Extract,https://incidecoder.com//ingredients/rumex-acetosa-leaf-extract,Searching high and low all we could find about Rumex Acetosa is that its the fancy name for sorrel and its function in cosmetics products seems to be an emollient
745,Ruscus Aculeatus Root Extract,https://incidecoder.com//ingredients/ruscus-aculeatus-root-extract,The extract coming from Butcher’s Broom a common evergreen shrub in the Mediterranean countries It is known as a potent venous vasoconstrictor meaning that it helps the narrowing of the blood vessels and increases the microcirculation In cosmetic products this mainly translates to being a good astringent refreshing and toning ingredient as well as being an antiredness soothing and anticellulate agent
746,Rutin,https://incidecoder.com//ingredients/rutin,"Rutin is a polyphenol flavonoid found in many plants for example citrus fruits The main reason its used in cosmetics is its high antioxidant and free radicalscavenging ability similar to that of superstar ascorbic acid but also has some antibacterial nature and woundhealing properties
There is also an invitro made in Petri dishes on animal cell lines study showing potential for rutin as a skinwhitening agent and people have even tried using it to increase the UVblocking ability of SPF agents but with inconsistent results Either way its antioxidant abilities should still help protect the skin against sun damage from the UV light that isn’t blocked by SPF agents"
747,SH-Decapeptide-7,https://incidecoder.com//ingredients/sh-decapeptide-7,A hightech SouthKorean peptide thats made synthetically to be identical to the protein called MetEnkephalin Its a 10 amino acid neuropeptide that helps the body to regulate how it responds to harmful things like heat cold cutting or irritation In general neuropeptides are believed to be important in woundhealing and the manufacturer claims that ShDecapeptide7 is effective for antiaging and wouldhealing skincare
748,SH-Octapeptide-4,https://incidecoder.com//ingredients/sh-octapeptide-4,A hightech SouthKorean peptide thats made synthetically to be identical to the protein called LeuEnkephalin Its an 8 amino acid neuropeptide that helps the body to regulate how it responds to harmful things like heat cold cutting or irritation In general neuropeptides are believed to be important in woundhealing and the manufacturer claims that ShOctapeptide4 has strong antiaging and antiwrinkle effect as well as rejuvenating effect on aged hair tissue and follicles
749,SH-Oligopeptide-1,https://incidecoder.com//ingredients/sh-oligopeptide-1,"ShOligopeptide1 is the famous molecule which is also called Epidermal Growth Factor or EGF Chemically speaking Growth Factors are largish peptides or smallish proteins or to put it in another way mediumlength amino acid sequences EGF consists of 53 amino acids Biologically speaking Growth Factors are cellular signal molecules that can stimulate cell growth proliferation healing andor differentiation There are lots of Growth Factors and EGF is just one of them The topic of Growth Factors and skincare is a big confusing and controversial one and we will try our best to summarize the story for you including the pros and the cons EGF is a special snowflake when it comes to skincare as it was the first Growth Factor that made its way into cosmetic products and it is also the most common one The American biochemist Stanley Cohen discovered EGF and was awarded a Noble prize in 1986 for it As the Noble prize may signify the molecule is significant and powerful and directly stimulates the proliferation of epidermal cells When it comes to ShOligopeptide1 in a cosmetic product it has pretty wellestablished wound healing and skin renewal properties It might even do more than that According to a 2012 study on a serum containing barley bioengineered epidermal growth factor clinical evaluations showed statistically significant improvement in the appearance of fine lines and rhytids skin texture pore size and various dyschromatic conditions apparent within the first month of use and continuing improvement trends for the duration of the study which was 3 months
This all sounds amazing give me some EGF Serum we can hear you say But as we wrote in the intro the topic is complex and controversial so here are some of the questions that keep coming up around slathering EGF all over our face The first and biggest concern is that if EGF is so good at stimulating cell proliferation how does it relate to cancer Is the definition of cancer not cells proliferating out of control Most experts agree on this answer EGF is mitogenic stimulates cell proliferation but not mutagenic does not alter the cell to make it cancerous If you do not have cancer you will not get cancer from EGF However if you have cancerous cells EGF will help them to spread just like it helps healthy cells So if you have a lot of moles excessive UV exposure in the past or if you have any of the skin cancer risk factors we suggest you should think twice about using EGF products The same is true if you have psoriasis a skin disease related to the abnormal growth of epidermal skin cells You do not want to add fuel to the fire with EGF Other less serious concerns are if EGF can properly penetrate the skin as it is a mediumsized polar molecule so a special delivery system is probably needed if it can affect collagen synthesis or just works on the surface plumping up only the upmost layers of the skin and if it has beneficial effects at all when used in isolation versus when used in a conditioned media that contains lots of growth factors resembling the synergistic balance found in the skin Overall our impression is that EGF is definitely a potent molecule Some EGF products have a cultlike following adding anecdotal evidence to the clinical studies showing EGF has a beneficial effect on the skin If you like experimenting by all means go ahead unless you have psoriasis or high skin cancer risk factors but if you are a better safe than sorry type stick to daily SPF a good retinoid product This duo is still the golden standard of antiaging
Are you interested in Growth Factors and skincare We have some more here Human Fibroblast Conditioned Media a growth factor cocktail used in some cosmetic products
Insulinlike growth factor 1 aka shOligopeptide 2 a pal of EGF composed of 70 amino acids Vascular Endothelial Growth Factor aka ShPolypeptide9 part of a GF cocktail trade named BIOPlacenta"
750,SH-Oligopeptide-2,https://incidecoder.com//ingredients/sh-oligopeptide-2,ShOligopeptide2 is also called Insulinlike growth factor 1 and it belongs to the same group of ingredients Growth Factors as its betterknown sister Epidermal Growth Factor or ShOligopeptide1 This guy consists of 70 amino acids and similar to EGF it is also claimed to stimulate cell proliferation and wound healing There is also a study that indicates EGF and IGF1 work in synergy to promote keratinocyte skin cell proliferation The topic of Growth Factors in skincare is complex and controversial If you are new to it read our shiny explanation on EGF to get a hopefully balanced impression about the pros and cons
751,SH-Polypeptide-1,https://incidecoder.com//ingredients/sh-polypeptide-1,ShPolypeptide1 is a cell signaling protein also called Basic Fibroblast Growth Factor and is twin sister to Acidic Fibroblast Growth Factor We can write here pretty much the same things as we did on aFGF it is a mitogenic stimulates cell proliferation ingredient that stimulates fibroblast cell growth and proliferation According to manufacturer info it also stimulates the synthesis of collagen and other extracellularmatrix the gooey stuff between cells components Growth Factors and skincare is a big complicated and controversial topic so if you wanna know more we have a more detailed explanation on Epidermal Growth Factor the most common one used in skincare
752,SH-Polypeptide-11,https://incidecoder.com//ingredients/sh-polypeptide-11,ShPolypeptide11 is a medium sized cell signaling molecule also called Acidic Fibroblast Growth Factor It belongs to the same group of ingredients Growth Factors as its betterknown sister Epidermal Growth Factor or ShOligopeptide1 As its name suggests FGF can stimulate the growth and proliferation of fibroblast cells VIP cells that produce among other things collagen According to manufacturer info it also stimulates skin regeneration wound healing and collagen and elastin synthesis As for research we could find an invitro study that proved that Recombinant FGF1 strongly stimulated fibroblast and keratinocyte proliferation However the transition of this protein through the SC required an appropriate carrier system lipid spheres Its also good to know that slathering mitogenic stimulates cell proliferation ingredients on yourself is somewhat controversial If you are new to the Growth Factors and skincare topic we have a more detailed explanation of Epidermal Growth Factor so click here and read all about it
753,SH-Polypeptide-9,https://incidecoder.com//ingredients/sh-polypeptide-9,ShPolypeptide9 is a cell signaling protein also called Vascular Endothelial Growth Factor As its name suggests its main function is to stimulate the formation of blood vessels As to what it does in cosmetic products we found manufacturers info claiming that it plays a role in supplying fibroblast cells VIP skin cells that make collagen with nutrients in the growth and migration of cells and in wound healing It usually comes to the formula as part of a Growth Factor mix trade named BIOPlacenta that combines EGF IGF1 FGF1 FGF2 and this guy to form a synergistic growth factor cocktail BIO Placenta is claimed to do pretty much everything you would want from an antiaging active including antiwrinkle skin rejuvenation elasticity enhancement moisturizing and cell vitalization properties This all sounds great and Growth Factors are for sure potent cell signaling molecules but the use of them in cosmetic products is somewhat controversial so if you are new to the topic read our explanation at EGF to get a hopefully balanced view
754,Saccharide Isomerate,https://incidecoder.com//ingredients/saccharide-isomerate,A 100 natural and plantderived moisturizer that mimics the natural carbohydrate fraction found in the upper layer of the skin Its special magic power is to bind to the skin stronger and longer than other moisturizer ingredients do so it can keep the skin hydrated longer than usual
755,Saccharomyces Cerevisiae Extract,https://incidecoder.com//ingredients/saccharomyces-cerevisiae-extract,Saccharomyces cerevisiae SC is the fancy name for common baker’s yeast Usually different kind of yeast extracts are used in skincare for their great hydrating and general skin conditioning properties We could find one research paper to back this up It has found that SC indeed increases skin moisture and had improved skin microrelief the small wrinkles and surface irregularities of skin According to manufacturer info coupled with the Mexican cactus prickly pear it also helps to reduce neurosensory irritation that might occur from potent retinol or AHA products
756,Saccharomyces Ferment,https://incidecoder.com//ingredients/saccharomyces-ferment,There is not much info out there about this ingredient but the little we can know is the following it comes from the fermentation of saccharomyces that is a type of yeast and according to the manufacturer its a natural deodorant It contains a number of enzymes which bioconverts several malodorous substances so most often you will spot this ingredient in natural aluminum free deodorants
757,Saccharomyces Ferment Filtrate,https://incidecoder.com//ingredients/saccharomyces-ferment-filtrate,Saccharomyces Ferment Filtrate is the fancy name of a liquidy almostwaterlike stuff that you get by fermenting and filtering yeast According to manufacturer info it’s rich in all kinds of goodforyourskin things essential minerals amino acids betaglucan and vitamins It’s definitely great for skin moisturization and soothing and might have some skin brightening and wrinkle repair magic activity as well
758,Saccharomyces/​Camellia Sinensis Leaf/​Cladosiphon Okamuranus/​Rice Ferment Filtrate,https://incidecoder.com//ingredients/saccharomyces-camellia-sinensis-leaf-cladosiphon-okamuranus-rice-ferment-filtrate,This superlong named thing is trade named Hadasei 3 and its Tatchas superfluid of Japan’s three essential nutrients of Green Tea Rice and Algae The liquid is obtained by fermentation and the basic idea behind any fermented ingredient is that the fermentation process helps to break down the complex biomolecules in the plants and helps to isolate the beneficial components for the skin The Algae component is claimed to help skin hydration while rice gives highprotein nourishment and green tea is indeed an excellent antioxidant and antiinflammatory ingredient
759,Saccharum Officinarum Extract,https://incidecoder.com//ingredients/saccharum-officinarum-extract,Also known as Sugarcane Saccharum Officinarum is a handy moisturizing ingredient mostly used as a humectant This means that it can help the skin to attract water and then to hold onto it It bears a close relationship to AHA superstar Glycolic Acid that can be derived from it so its often claimed that Sugarcane Extract itself also exfoliates and brightens the skin We could not find any research studies to back this up but Saccharum Officinarum very often comes to the formula combined with other acid containing plant extracts trade named ACB Fruit Mix According to manufacturer data 5 of the fruit mix increases cellular renewal by 24 while 4 pure Glycolic did the same by 33 So maybe a tiny bit of exfoliation but if you want proven efficacy stick to pure acids
760,Safflower Oil/​Palm Oil Aminopropanediol Esters,https://incidecoder.com//ingredients/safflower-oil-palm-oil-aminopropanediol-esters,"A linoleic acid aka omega6 fatty acid stabilized under a ceramidelike structure Its a bioengineered ingredient obtained by solventfree enzymatic synthesis from the linoleicrich safflower oil
Omega6 Ceramide is claimed to have barrier repairing by increasing cellular cohesion and skin soothing activity and is especially recommended for damaged skin"
761,Salicornia Herbacea Extract,https://incidecoder.com//ingredients/salicornia-herbacea-extract,A plant extract coming from glasswort a type of succulent that grows in the salt marshes along the coastline of South Korea According to its Korean manufacturer it contains goodfortheskin things like betaine amino acids and minerals and the extract can strengthen the skin barrier increase skin recovery and provide deep moisturization effect There is also an invitro not done on real people but in the lab study from 2009 that shows promising antioxidant and skin whiting properties about the Salicornia Herbacea Extract and concludes that it would be a good candidate for skin rejuvenating agent
762,Salicylic Acid,https://incidecoder.com//ingredients/salicylic-acid,"Its one of the gold standard ingredients for treating problem skin It can exfoliate skin both on the surface and in the pores Its a potent antiinflammatory agent Its more effective for treating blackheads than acne For acne combine it with antibacterial agents like benzoyl peroxide or azelaic acid If you have ever struggled with let’s just call it “problem skin” you know acne blackheads whiteheads large pores then most probably you are familiar with salicylic acid SA Even if the name does not ring a bell you have probably used it Next to benzoyl peroxide it’s the gold standard ingredient for treating problem skin There are two reasons for this
Reason 1 It can exfoliate skin both on the surface and in the pores
AHAs are very cool but they are water soluble and cannot go into the pores SA is lipid soluble and it can go right into the pores and shed the stuck dead skin cells out from there That’s really good for treating blackheads as well as preventing acne formation This was confirmed also by a study that compared 8 AHA and 2 BHA for treating blackheads AHA did not decrease the blackhead density statistically significantly but BHA did Reason 2 SA is a potent antiinflammatory The chemical structure of SA is very similar to aspirin and it does have similar antiirritant and antiinflammatory effect That is helpful both for acne and rosacea So SA is definitely an ingredient to try if you have oily or problem skin but all in all it’s more effective against blackheads than inflamed zits For the latter one it’s only moderately effective and benzoyl peroxide outperforms it by leaps and bounds But they work in different ways so a combination therapy is a great way to fight and win against acne In fact it’s a good idea to combine SA not only with BP but with any other antibacterial agent such as azelaic acid or mandelic acid
What else to know For at home use 052 SA is effective and these products are usually gentle enough for daily use In fact in the EU 2 is the maximum strength allowed in at home products There are also professional BHA peels that go in the 2030 range Those can fade pigmentation decrease surface roughness reduce fine lines and of course treat acne Regarding pH requirements for BHA unlike for AHAs where an acidic pH is super important for efficacy it might be less relevant for BHA Oh and one more things studies show that SA at 2 does not increase skin’s sun sensitivity but it has photoprotective effects Not that we want to tell you not to use sunscreen because please do
Bottom line SA is a great exfoliant and antiinflammatory and you should definitely try it if you have oily skin large pores blackheads or whiteheads If you have acne it is a useful adjacent treatment combined with an antibacterial agent such as benzoyl peroxide or azelaic acid"
763,Salix Alba Bark Extract,https://incidecoder.com//ingredients/salix-alba-bark-extract,"The extract coming from the bark of the White Willow a big 25 m80 ft tree that likes to live on riverbanks Its famous for containing antiinflammatory natural salicylates this powder for example is standardized to contain 5365 a close chemical relative to famous exfoliant salicylic acid
Thanks to its salicin content willow bark is often touted as a natural alternative to salicylic acid though its quite questionable how effective it is as a chemical exfoliant in the tiny amounts used in cosmetics Apart from soothing salicin it also contains flavonoids and phenolic acids that give willow bark tonic astringent and antiseptic properties"
764,Salvia Hispanica Seed Oil,https://incidecoder.com//ingredients/salvia-hispanica-seed-oil,"Chia seeds are in fashion and there is a reason for that They are not only a superfood for your body but putting the oil all over your face seems to be a good idea too
Its unique property is that its the richest known botanical source of skin moisturizing and probably antiinflammatory alphalinolenic acid contains 5060 It also contains barrier repairing linoleic acid 1726 and only a small amount of very nourishing but potentially acne causing oleic acid 7
Thanks to its great fatty acid content chia seed oil counts as a great skin hydrator and it can help to maintain a healthy skin barrier function According to manufacturers info it can even alleviate itchy skin If that is not enough it also contains a couple of nice antioxidants including AlphaLipoic Acid Coumaric and Caffeic Acid
All in all a nice plant oil with a unique fatty acid composition and some nice antioxidants"
765,Sapindus Mukorossi Fruit Extract,https://incidecoder.com//ingredients/sapindus-mukurossi-fruit-extract,Sapindus Mukorossi is a nice big tree living in tropical and subtropical regions of Asia Its fruit is commonly called soapberry or washnut telltale names for its traditional use as a cleansing agent It contains natural surfactants called saponins 10115 and forms a nice rich lather Its great at cleansing the skin of oily secretion as well as washing the hairApart from being a cleansing agent Sapindus Mukorossi also has a bunch of other pharmacological effects Its wellknown for its insecticidal properties and is traditionally used for removing lice from the scalp As for other skincare relevant things it has promising tyrosinase inhibition free radical scavenging antioxidant antimicrobial and anticancer activity
766,Sarcodon Aspratus Extract,https://incidecoder.com//ingredients/sarcodon-aspratus-extract,The extract coming from a nice mushroom with a large brownish cap with large brown scales It contains a bunch of potentially useful stuff fatty acids polysaccharides sterols and antioxidant polyphenols gallic acid In skin care products its most wellestablished job is being an antioxidant agent
767,Schisandra Sphenanthera Fruit Extract,https://incidecoder.com//ingredients/schisandra-sphenanthera-fruit-extract,A species of Schisandra berry thats used as a traditional Chinese Medicine for thousands of years According to manufacturer info its used for stressed sensitive and hyper reactive skin and has antiirritant antioxidative and antiinflammatory properties A research paper we found on Schisandra does confirm that the fruit has antioxidant properties and is traditionally used to treat and prevent hyperproliferative and inflammatory skin diseases like psoriasis
768,Sclerocarya Birrea  Seed Oil,https://incidecoder.com//ingredients/sclerocarya-birrea-seed-oil,If you have an interest in elephants and Africa you have probably heard of elephants getting drunk from the fruit of the Marula tree Though this seems to be only a legend what is true is that the Marula fruit is really nice and elephants do love to eat it and there is a stone in it with several oilrich kernels inside So the Marula oil similar to many other plant oils is a really nice nourishing and moisturizing oil that can improve skin hydration and smoothness and it can even reduce skin redness Its traditionally used in South Africa to massage babies with and as a body lotion for face feet and handsAs for its composition its loaded with skin goodies its very rich in fatty acids including oleic 73 palmitic 15 and linoleic 9 acids It also contains some natural antioxidants including Vitamin E and the oil shows an outstanding oxidative stability If you have dry skin that needs some pampering Marula oil is a good choice
769,Sclerotium Gum,https://incidecoder.com//ingredients/sclerotium-gum,A big sugar molecule polysaccharide that is used as a natural thickening and gelling agent It is similar to more commonly used Xanthan Gum and the two are also often combined to create gel formulas or to stabilize emulsions
770,Scutellaria Baicalensis Root Extract,https://incidecoder.com//ingredients/scutellaria-baicalensis-root-extract,A traditional Chinese herbal medicine loaded with potent antioxidant and antiinflammatory flavonoids such as baicalin baicalein and wogoninIf that would not be enough Skullcap Root is also claimed to have antimicrobial and antifungal properties also against Pacnes and Malassezia furfur as well as some skinbrightening activity A multifunctional skingoodie
771,Sd Alcohol 40-B,https://incidecoder.com//ingredients/sd-alcohol-40-b,"SDAlcohol and some numerletter refers to alcohol or ethanol being denaturated with different kind of additives These additives make sure that the alcohol is poisonous and bad tasting so that nobody drinks their alcoholloaded toner 40B specifically means the additives are denatonium benzoate and tbutyl alcohol
As for Alcohol Denat in skincare its a controversial ingredient Its a great solvent and makes cosmetically elegant light formulas but at best its skindrying at worst its skinbarrier damaging We have written about alcohol way more here"
772,Serine,https://incidecoder.com//ingredients/serine,Serine is an amino acid that most often comes to the formula as part of a moisturizing complex Its a nonessential amino acid meaning that our body can synthesize it and serves as a waterbinding ingredientIn general amino acids are great skincare ingredients that play an important role in proper skin hydration but there is not much info out there about what specifically serine can do for the skin
773,Sesamum Indicum Seed Oil,https://incidecoder.com//ingredients/sesamum-indicum-seed-oil,A goldish to dark yellow emollient plant oil coming from Sesame seeds Similar to many other plant oils it contains high amounts of nourishing and moisturizing fatty acids about 38 of oleic and 48 of linoleic acid and is a nice oil to repair and regenerate dry skin It is rapidly absorbed and gives the skin a soft and gentle feel
774,Shea Butter Ethyl Esters,https://incidecoder.com//ingredients/shea-butter-ethyl-esters,"An ecodesigned emollient ester coming from shea butter While pure shea butter is a rich emollient that might feel greasy on the skin this one is designed for its light silkysoft feeling
The manufacturer claims that it has a great sustainability profile long lasting stability and a unique light and silky feel thats ideal as a base for modern ecofriendly body lotions and facial care products"
775,Silica,https://incidecoder.com//ingredients/silica,A white powdery thing thats the major component of glass and sand In cosmetics it’s often in products that are supposed to keep your skin matte as it has great oilabsorbing abilities It’s also used as a helper ingredient to thicken up products or suspend insoluble particles
776,Silica Dimethyl Silylate,https://incidecoder.com//ingredients/silica-dimethyl-silylate,Its a waterhating fumed silica that works as a thickener for oils and it can also suspend particles in oilsAlso increases the gloss of castor oil that can be useful for makeup products
777,Silica Silylate,https://incidecoder.com//ingredients/silica-silylate,A handy white powder that likes to absorb oily things It has great oil and sebum absorption aka mattifying abilities and can also act as a thickening agent in the oil phase of a formula
778,Silybum Marianum Extract,https://incidecoder.com//ingredients/silybum-marianum-extract,The extract of a plant with nice purple flowers thats loaded with the phytochemical called silymarin You have probably never heard of silymarin but let us tell you its a pretty awesome ingredient There are quite a lot of research showing it can do all kinds of good things when taken orally it has a proven ability to protect you from liver damage and it also shows powerful antioxidant anticarcinogenic protective and regenerative properties with no more side effects than placebo But what about skincare Well there is less research about its topical use but it definitely deserves the goodie status its a potent antioxidant an antiinflammatory agent and its also a great UVprotectant Its useful as a complementary treatment for rosacea keeping the skin hydrated and its also a super nice addition to any sunscreen product thanks to its unique UVprotecting abilities
779,Silybum Marianum Seed Oil,https://incidecoder.com//ingredients/silybum-marianum-seed-oil,The emollient plant oil coming from Milk Thistle the yearling plant with purple flowers Similar to many other plant oils its main fatty acids are barrierrepairing linoleic 53 and skinnourishing oleic 21 and also contains some antioxidant vitamin E 600 mgkgIt is claimed to be a cosmetically elegant oil that spreads easily and absorbs quickly into the skin The manufacturer also recommends the oil for skin types suffering from chronic inflammatory disorders such as psoriasis or acne
780,Simethicone,https://incidecoder.com//ingredients/simethicone,A type of silicone thats used mainly to stop the product from foaming when its not needed Its also often used to coat the sunscreen agent titanium dioxide for better spreading and easier formulation
